ID,NeedID,RequirementID,TCID,ItemType,Precondition
876140,2.3.1.1,3.3.1.4.1.2.1,TCS-1-dlCenterActiveVerificationRequest-OC-InValid-7,SUT/RI,
876145,2.3.1.1,3.3.1.1.1,TCS-1-dlCenterActiveVerificationRequest-EC-Valid,SUT/RI,
876146,2.3.1.1,3.3.1.1.4,TCS-1-dlCenterActiveVerificationRequest-EC-Valid,SUT/RI,
876147,2.3.1.1,3.3.1.1.4.1,TCS-1-dlCenterActiveVerificationRequest-EC-Valid,SUT/RI,
876148,2.3.1.1,3.3.1.1.1,TCS-1-dlCenterActiveVerificationRequest-EC-InValid-1,RI,
876149,2.3.1.1,3.3.1.1.1,TCS-1-dlCenterActiveVerificationRequest-EC-InValid-2,RI,
876150,2.3.1.1,3.3.1.1.1,TCS-1-dlCenterActiveVerificationRequest-EC-InValid-3,RI,
876151,2.3.1.1,3.3.1.1.1,TCS-1-dlCenterActiveVerificationRequest-EC-InValid-4,RI,
876152,2.3.1.1,3.3.1.1.1,TCS-1-dlCenterActiveVerificationRequest-EC-InValid-5,RI,
876153,2.3.1.1,3.3.1.1.1,TCS-1-dlCenterActiveVerificationRequest-EC-InValid-6,RI,
876154,2.3.1.1,3.3.1.1.1,TCS-1-dlCenterActiveVerificationRequest-EC-InValid-7,RI,
876156,2.3.1.1,3.3.1.1.3,TCS-1-dlCenterActiveVerificationSubscription-OC-Valid,SUT/RI,Subscription
876157,2.3.1.1,3.3.1.1.2,TCS-1-dlCenterActiveVerificationSubscription-OC-Valid,SUT/RI,Subscription
876158,2.3.1.1,3.3.1.1.5,TCS-1-dlCenterActiveVerificationSubscription-OC-Valid,SUT/RI,Subscription
876159,2.3.1.1,3.3.1.1.5.1,TCS-1-dlCenterActiveVerificationSubscription-OC-Valid,SUT/RI,Subscription
876160,2.3.1.1,3.3.1.1.5.2.1,TCS-1-dlCenterActiveVerificationSubscription-OC-Valid,SUT/RI,Subscription
876161,2.3.1.1,3.3.1.1.5.2.2,TCS-1-dlCenterActiveVerificationSubscription-OC-Valid,SUT/RI,Subscription
876162,2.3.1.1,3.3.1.1.3,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-1,RI,Subscription
876163,2.3.1.1,3.3.1.1.2,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-1,RI,Subscription
876164,2.3.1.1,3.3.1.4.1,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-1,RI,Subscription
876165,2.3.1.1,3.3.1.4.1.1,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-1,RI,Subscription
876166,2.3.1.1,3.3.1.4.1.2.1,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-1,RI,Subscription
876167,2.3.1.1,3.3.1.1.3,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-2,SUT/RI,Subscription
876168,2.3.1.1,3.3.1.1.2,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-2,SUT/RI,Subscription
876169,2.3.1.1,3.3.1.4.1,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-2,SUT/RI,Subscription
876170,2.3.1.1,3.3.1.4.1.1,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-2,SUT/RI,Subscription
876171,2.3.1.1,3.3.1.4.1.2.1,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-2,SUT/RI,Subscription
876172,2.3.1.1,3.3.1.1.3,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-3,SUT/RI,Subscription
876173,2.3.1.1,3.3.1.1.2,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-3,SUT/RI,Subscription
876174,2.3.1.1,3.3.1.4.1,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-3,SUT/RI,Subscription
876175,2.3.1.1,3.3.1.4.1.1,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-3,SUT/RI,Subscription
876176,2.3.1.1,3.3.1.4.1.2.1,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-3,SUT/RI,Subscription
876177,2.3.1.1,3.3.1.1.3,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-4,SUT/RI,Subscription
876178,2.3.1.1,3.3.1.1.2,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-4,SUT/RI,Subscription
876179,2.3.1.1,3.3.1.4.1,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-4,SUT/RI,Subscription
876180,2.3.1.1,3.3.1.4.1.1,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-4,SUT/RI,Subscription
876181,2.3.1.1,3.3.1.4.1.2.1,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-4,SUT/RI,Subscription
876182,2.3.1.1,3.3.1.1.3,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-5,SUT/RI,Subscription
876183,2.3.1.1,3.3.1.1.2,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-5,SUT/RI,Subscription
876184,2.3.1.1,3.3.1.4.1,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-5,SUT/RI,Subscription
876185,2.3.1.1,3.3.1.4.1.1,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-5,SUT/RI,Subscription
876186,2.3.1.1,3.3.1.4.1.2.1,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-5,SUT/RI,Subscription
876187,2.3.1.1,3.3.1.1.3,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-6,SUT/RI,Subscription
876188,2.3.1.1,3.3.1.1.2,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-6,SUT/RI,Subscription
876189,2.3.1.1,3.3.1.4.1,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-6,SUT/RI,Subscription
876190,2.3.1.1,3.3.1.4.1.1,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-6,SUT/RI,Subscription
876191,2.3.1.1,3.3.1.4.1.2.1,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-6,SUT/RI,Subscription
876192,2.3.1.1,3.3.1.1.3,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-7,SUT/RI,Subscription
876193,2.3.1.1,3.3.1.1.2,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-7,SUT/RI,Subscription
876194,2.3.1.1,3.3.1.4.1,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-7,SUT/RI,Subscription
876195,2.3.1.1,3.3.1.4.1.1,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-7,SUT/RI,Subscription
876196,2.3.1.1,3.3.1.4.1.2.1,TCS-1-dlCenterActiveVerificationSubscription-OC-InValid-7,SUT/RI,Subscription
876197,2.3.1.1,3.3.1.1.3,TCS-1-dlCenterActiveVerificationSubscription-EC-Valid,SUT/RI,Subscription
876198,2.3.1.1,3.3.1.1.2,TCS-1-dlCenterActiveVerificationSubscription-EC-Valid,SUT/RI,Subscription
876199,2.3.1.1,3.3.1.1.4,TCS-1-dlCenterActiveVerificationSubscription-EC-Valid,SUT/RI,Subscription
876200,2.3.1.1,3.3.1.1.4.1,TCS-1-dlCenterActiveVerificationSubscription-EC-Valid,SUT/RI,Subscription
876201,2.3.1.1,3.3.1.1.3,TCS-1-dlCenterActiveVerificationSubscription-EC-InValid-1,RI,Subscription
876202,2.3.1.1,3.3.1.1.2,TCS-1-dlCenterActiveVerificationSubscription-EC-InValid-1,RI,Subscription
876203,2.3.1.1,3.3.1.1.3,TCS-1-dlCenterActiveVerificationSubscription-EC-InValid-2,RI,Subscription
876204,2.3.1.1,3.3.1.1.2,TCS-1-dlCenterActiveVerificationSubscription-EC-InValid-2,RI,Subscription
876205,2.3.1.1,3.3.1.1.3,TCS-1-dlCenterActiveVerificationSubscription-EC-InValid-3,RI,Subscription
876206,2.3.1.1,3.3.1.1.2,TCS-1-dlCenterActiveVerificationSubscription-EC-InValid-3,RI,Subscription
876207,2.3.1.1,3.3.1.1.3,TCS-1-dlCenterActiveVerificationSubscription-EC-InValid-4,RI,Subscription
876208,2.3.1.1,3.3.1.1.2,TCS-1-dlCenterActiveVerificationSubscription-EC-InValid-4,RI,Subscription
876209,2.3.1.1,3.3.1.1.3,TCS-1-dlCenterActiveVerificationSubscription-EC-InValid-5,RI,Subscription
876210,2.3.1.1,3.3.1.1.2,TCS-1-dlCenterActiveVerificationSubscription-EC-InValid-5,RI,Subscription
876211,2.3.1.1,3.3.1.1.3,TCS-1-dlCenterActiveVerificationSubscription-EC-InValid-6,RI,Subscription
876212,2.3.1.1,3.3.1.1.2,TCS-1-dlCenterActiveVerificationSubscription-EC-InValid-6,RI,Subscription
876213,2.3.1.1,3.3.1.1.3,TCS-1-dlCenterActiveVerificationSubscription-EC-InValid-7,RI,Subscription
876214,2.3.1.1,3.3.1.1.2,TCS-1-dlCenterActiveVerificationSubscription-EC-InValid-7,RI,Subscription
876215,2.3.1.2,3.3.1.2,TCS-2-dlCenterActiveVerificationRequest-EC-Valid,SUT/RI,
876216,2.3.1.2,3.3.1.2,TCS-2-dlCenterActiveVerificationRequest-OC-Valid,SUT/RI,
876217,2.3.1.2,3.4.2,TCS-2-dlCenterActiveVerificationRequest-OC-Valid,SUT/RI,
876218,2.3.1.3,3.3.1.3.1,TCS-3-PeriodicSubscription-EC-Valid,SUT/RI,Subscription
876219,2.3.1.3,3.3.1.3.1,TCS-3-PeriodicSubscription-OC-Valid,SUT/RI,Subscription
876220,2.3.1.3,3.4.1,TCS-3-PeriodicSubscription-OC-Valid,SUT/RI,Subscription
876221,2.3.1.3,3.3.1.3.2,TCS-3-EventDrivenSubscription-EC-Valid,SUT/RI,Subscription
876222,2.3.1.3,3.3.1.3.2,TCS-3-EventDrivenSubscription-OC-Valid,SUT/RI,Subscription
876223,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876224,2.3.2,3.3.2.5,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876225,2.3.2,3.3.2.5.1,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876226,2.3.2,3.3.2.5.2.1,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876227,2.3.2,3.3.2.5.2.2,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876228,2.3.2,3.3.2.5.2.3,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876229,2.3.2,3.3.2.5.2.4,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876230,2.3.2,3.3.2.5.2.4.1,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876231,2.3.2,3.3.2.5.2.4.2.1,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876232,2.3.2,3.3.2.5.2.4.2.2,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876233,2.3.2,3.3.2.5.2.4.2.3,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876234,2.3.2,3.3.2.5.2.4.2.4,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876235,2.3.2,3.3.2.5.2.4.2.5,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876236,2.3.2,3.3.2.5.2.4.2.6,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876237,2.3.2,3.3.2.5.2.4.2.7,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876238,2.3.2,3.3.2.5.2.4.2.8,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876239,2.3.2,3.3.2.5.2.4.2.9,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876240,2.3.2,3.3.2.5.2.4.2.10,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876241,2.3.2,3.3.2.5.2.4.2.11,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876242,2.3.2,3.3.2.5.2.4.2.12,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876243,2.3.2,3.3.2.5.2.4.2.13,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876244,2.3.2,3.3.2.5.2.4.2.14,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876245,2.3.2,3.3.2.5.2.4.2.15,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876246,2.3.2,3.3.2.5.2.4.2.16,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876247,2.3.2,3.3.2.5.2.4.2.17,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876248,2.3.2,3.3.2.5.2.5,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876249,2.3.2,3.3.2.5.2.5.1,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876250,2.3.2,3.3.2.5.2.5.2.1,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876251,2.3.2,3.3.2.5.2.5.2.2,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876252,2.3.2,3.3.2.5.2.5.2.3,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876253,2.3.2,3.3.2.5.2.5.2.4,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876254,2.3.2,3.3.2.5.2.5.2.5,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876255,2.3.2,3.3.2.5.2.6,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
876256,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-1,RI,
876257,2.3.2,3.3.1.4.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-1,RI,
876258,2.3.2,3.3.1.4.1.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-1,RI,
876259,2.3.2,3.3.1.4.1.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-1,RI,
876260,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-2,SUT/RI,
876261,2.3.2,3.3.1.4.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-2,SUT/RI,
876262,2.3.2,3.3.1.4.1.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-2,SUT/RI,
876263,2.3.2,3.3.1.4.1.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-2,SUT/RI,
876264,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-3,SUT/RI,
876265,2.3.2,3.3.1.4.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-3,SUT/RI,
876266,2.3.2,3.3.1.4.1.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-3,SUT/RI,
876267,2.3.2,3.3.1.4.1.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-3,SUT/RI,
876268,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-4,SUT/RI,
876269,2.3.2,3.3.1.4.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-4,SUT/RI,
876270,2.3.2,3.3.1.4.1.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-4,SUT/RI,
876271,2.3.2,3.3.1.4.1.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-4,SUT/RI,
876272,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-5,SUT/RI,
876273,2.3.2,3.3.1.4.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-5,SUT/RI,
876274,2.3.2,3.3.1.4.1.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-5,SUT/RI,
876275,2.3.2,3.3.1.4.1.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-5,SUT/RI,
876276,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-6,SUT/RI,
876277,2.3.2,3.3.1.4.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-6,SUT/RI,
876278,2.3.2,3.3.1.4.1.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-6,SUT/RI,
876279,2.3.2,3.3.1.4.1.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-6,SUT/RI,
876280,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-7,SUT/RI,
876281,2.3.2,3.3.1.4.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-7,SUT/RI,
876282,2.3.2,3.3.1.4.1.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-7,SUT/RI,
876283,2.3.2,3.3.1.4.1.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-7,SUT/RI,
876284,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-8,SUT/RI,
876285,2.3.2,3.3.1.4.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-8,SUT/RI,
876286,2.3.2,3.3.1.4.1.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-8,SUT/RI,
876287,2.3.2,3.3.1.4.1.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-8,SUT/RI,
876288,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-EC-Valid,SUT/RI,
876289,2.3.2,3.3.2.4,TCS-4-dlOrganizationInformationRequest-EC-Valid,SUT/RI,
876290,2.3.2,3.3.2.4.1,TCS-4-dlOrganizationInformationRequest-EC-Valid,SUT/RI,
876291,2.3.2,3.3.2.4.2.1,TCS-4-dlOrganizationInformationRequest-EC-Valid,SUT/RI,
876292,2.3.2,3.3.2.4.2.1.1,TCS-4-dlOrganizationInformationRequest-EC-Valid,SUT/RI,
876293,2.3.2,3.3.2.4.2.2,TCS-4-dlOrganizationInformationRequest-EC-Valid,SUT/RI,
876294,2.3.2,3.3.2.4.2.3,TCS-4-dlOrganizationInformationRequest-EC-Valid,SUT/RI,
876295,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-EC-InValid-1,RI,
876296,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-EC-InValid-2,RI,
876297,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-EC-InValid-3,RI,
876298,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-EC-InValid-4,RI,
876299,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-EC-InValid-5,RI,
876300,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-EC-InValid-6,RI,
876301,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-EC-InValid-7,RI,
876302,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-EC-InValid-8,RI,
876303,2.3.2,3.3.2.3,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876304,2.3.2,3.3.2.2,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876305,2.3.2,3.3.2.5,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876306,2.3.2,3.3.2.5.1,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876307,2.3.2,3.3.2.5.2.1,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876308,2.3.2,3.3.2.5.2.2,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876309,2.3.2,3.3.2.5.2.3,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876310,2.3.2,3.3.2.5.2.4,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876311,2.3.2,3.3.2.5.2.4.1,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876312,2.3.2,3.3.2.5.2.4.2.1,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876313,2.3.2,3.3.2.5.2.4.2.2,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876314,2.3.2,3.3.2.5.2.4.2.3,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876315,2.3.2,3.3.2.5.2.4.2.4,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876316,2.3.2,3.3.2.5.2.4.2.5,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876317,2.3.2,3.3.2.5.2.4.2.6,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876318,2.3.2,3.3.2.5.2.4.2.7,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876319,2.3.2,3.3.2.5.2.4.2.8,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876320,2.3.2,3.3.2.5.2.4.2.9,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876321,2.3.2,3.3.2.5.2.4.2.10,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876322,2.3.2,3.3.2.5.2.4.2.11,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876323,2.3.2,3.3.2.5.2.4.2.12,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876324,2.3.2,3.3.2.5.2.4.2.13,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876325,2.3.2,3.3.2.5.2.4.2.14,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876326,2.3.2,3.3.2.5.2.4.2.15,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876327,2.3.2,3.3.2.5.2.4.2.16,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876328,2.3.2,3.3.2.5.2.4.2.17,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876329,2.3.2,3.3.2.5.2.5,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876330,2.3.2,3.3.2.5.2.5.1,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876331,2.3.2,3.3.2.5.2.5.2.1,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876332,2.3.2,3.3.2.5.2.5.2.2,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876333,2.3.2,3.3.2.5.2.5.2.3,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876334,2.3.2,3.3.2.5.2.5.2.4,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876335,2.3.2,3.3.2.5.2.5.2.5,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876336,2.3.2,3.3.2.5.2.6,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
876337,2.3.2,3.3.2.3,TCS-4-dlOrganizationInformationSubscription-OC-InValid-1,RI,Subscription
876338,2.3.2,3.3.2.2,TCS-4-dlOrganizationInformationSubscription-OC-InValid-1,RI,Subscription
876339,2.3.2,3.3.1.4.1,TCS-4-dlOrganizationInformationSubscription-OC-InValid-1,RI,Subscription
876340,2.3.2,3.3.1.4.1.1,TCS-4-dlOrganizationInformationSubscription-OC-InValid-1,RI,Subscription
876341,2.3.2,3.3.1.4.1.2.1,TCS-4-dlOrganizationInformationSubscription-OC-InValid-1,RI,Subscription
876342,2.3.2,3.3.2.3,TCS-4-dlOrganizationInformationSubscription-OC-InValid-2,SUT/RI,Subscription
876343,2.3.2,3.3.2.2,TCS-4-dlOrganizationInformationSubscription-OC-InValid-2,SUT/RI,Subscription
