ID,NeedID,RequirementID,TCID,ItemType,Precondition
207,2,2.a,TCS-C2CRI-NTCIP2306-WSDL-2a4-MessagesInvalid,RI,
208,2,2.a,TCS-C2CRI-NTCIP2306-WSDL-2a5-XHRO-PortTypeInvalid,RI,
209,2,2.a,TCS-C2CRI-NTCIP2306-WSDL-2a6-XHRO-BindingInvalid,RI,
210,2,2.a,TCS-C2CRI-NTCIP2306-WSDL-2a7-XHRO-ServiceInvalid,RI,
219,2,2.b,TCS-C2CRI-NTCIP2306-WSDL-2b1-GeneralValid,RI,
220,2,2.b,TCS-C2CRI-NTCIP2306-WSDL-2b2-DefinitionsInvalid,RI,
221,2,2.b,TCS-C2CRI-NTCIP2306-WSDL-2b3-TypesInvalid,RI,
222,2,2.b,TCS-C2CRI-NTCIP2306-WSDL-2b4-MessagesInvalid,RI,
223,2,2.b,TCS-C2CRI-NTCIP2306-WSDL-2b5-XHRR-PortTypeInvalid,RI,
224,2,2.b,TCS-C2CRI-NTCIP2306-WSDL-2b6-XHRR-BindingInvalid,RI,
225,2,2.b,TCS-C2CRI-NTCIP2306-WSDL-2b7-XHRR-ServiceInvalid,RI,
236,2,2.d,TCS-C2CRI-NTCIP2306-WSME-2Sa-XHRO-THConnect-EC,RI,XMLDirectGET
237,2,2.d,TCS-C2CRI-NTCIP2306-WSME-2Sa-XHRO-THConnect-OC,RI,XMLDirectGET
238,2,2.d,TCS-C2CRI-NTCIP2306-WSME-2Sb-XHRO-GHConnect-EC,RI,XMLDirectGET
239,2,2.d,TCS-C2CRI-NTCIP2306-WSME-2Sb-XHRO-GHConnect-OC,RI,XMLDirectGET
241,2,2.d,TCS-C2CRI-NTCIP2306-WSME-2Sc-XHRR-THConnect-OC,RI,XMLDirectRR
242,2,2.d,TCS-C2CRI-NTCIP2306-WSME-2Sd-XHRR-GHConnect-EC,RI,XMLDirectRR
243,2,2.d,TCS-C2CRI-NTCIP2306-WSME-2Sd-XHRR-GHConnect-OC,RI,XMLDirectRR
244,2,2.d,TCS-C2CRI-NTCIP2306-WSME-2Sc-XHRR-THConnect-EC,RI,XMLDirectRR
248,2,2.d,TCS-C2CRI-NTCIP2306-WSME-2Sg-XHRR-TSConnect-EC,RI,XMLDirectRR
249,2,2.d,TCS-C2CRI-NTCIP2306-WSME-2Sg-XHRR-TSConnect-OC,RI,XMLDirectRR
250,2,2.d,TCS-C2CRI-NTCIP2306-WSME-2Sh-XHRR-GSConnect-EC,RI,XMLDirectRR
251,2,2.d,TCS-C2CRI-NTCIP2306-WSME-2Sh-XHRR-GSConnect-OC,RI,XMLDirectRR
252,2,2.e,TCS-C2CRI-NTCIP2306-WSDL-2e1-XHTr-HttpInvalid,RI,
254,2,2.e,TCS-C2CRI-NTCIP2306-WSME-2Sa-XHRO-THConnect-EC,RI,XMLDirectGET
255,2,2.e,TCS-C2CRI-NTCIP2306-WSME-2Sa-XHRO-THConnect-OC,RI,XMLDirectGET
257,2,2.e,TCS-C2CRI-NTCIP2306-WSME-2Sb-XHRO-GHConnect-OC,RI,XMLDirectGET
258,2,2.e,TCS-C2CRI-NTCIP2306-WSME-2Sb-XHRO-GHConnect-EC,RI,XMLDirectGET
259,2,2.e,TCS-C2CRI-NTCIP2306-WSME-2Sc-XHRR-THConnect-OC,RI,XMLDirectRR
260,2,2.e,TCS-C2CRI-NTCIP2306-WSME-2Sc-XHRR-THConnect-EC,RI,XMLDirectRR
266,2,2.e.2,TCS-C2CRI-NTCIP2306-WSME-2Sg-XHRR-TSConnect-EC,RI,XMLDirectRR
271,2,2.e.2,TCS-C2CRI-NTCIP2306-WSME-2Se-XHRO-TSConnect-EC,RI,XMLDirectGET
272,2,2.e.2,TCS-C2CRI-NTCIP2306-WSME-2Se-XHRO-TSConnect-OC,RI,XMLDirectGET
274,2,2.e.2,TCS-C2CRI-NTCIP2306-WSME-2Sf-XHRO-GSConnect-OC,RI,XMLDirectGET
275,2,2.e.2,TCS-C2CRI-NTCIP2306-WSME-2Sf-XHRO-GSConnect-EC,RI,XMLDirectGET
276,2,2.e.2,TCS-C2CRI-NTCIP2306-WSME-2Sg-XHRR-TSConnect-OC,RI,XMLDirectRR
277,2,2.e.2,TCS-C2CRI-NTCIP2306-WSME-2Sh-XHRR-GSConnect-EC,RI,XMLDirectRR
278,2,2.e.2,TCS-C2CRI-NTCIP2306-WSME-2Sh-XHRR-GSConnect-OC,RI,XMLDirectRR
279,3,3.a,TCS-C2CRI-NTCIP2306-WSDL-3a1-GeneralValid,RI,
280,3,3.a,TCS-C2CRI-NTCIP2306-WSDL-3a2-DefinitionsInvalid,RI,
281,3,3.a,TCS-C2CRI-NTCIP2306-WSDL-3a3-TypesInvalid,RI,
282,3,3.a,TCS-C2CRI-NTCIP2306-WSDL-3a4-MessagesInvalid,RI,
283,3,3.a,TCS-C2CRI-NTCIP2306-WSDL-3a5-XFDr-PortTypeInvalid,RI,
284,3,3.a,TCS-C2CRI-NTCIP2306-WSDL-3a6-XFDr-BindingInvalid,RI,
285,3,3.a,TCS-C2CRI-NTCIP2306-WSDL-3a7-XFDr-ServiceInvalid,RI,
288,3,3.b,TCS-C2CRI-NTCIP2306-WSME-3Sb-XFRO-GFConnect-EC,RI,
289,3,3.b,TCS-C2CRI-NTCIP2306-WSME-3Sb-XFRO-GFConnect-OC,RI,
292,3,3.b,TCS-C2CRI-NTCIP2306-WSME-3Sa-XFRO-TFConnect-EC,RI,
293,3,3.b,TCS-C2CRI-NTCIP2306-WSME-3Sa-XFRO-TFConnect-OC,RI,
296,3,3.c,TCS-C2CRI-NTCIP2306-WSDL-3c1-XFTr-FtpInvalid,RI,XMLFTPWSDL
297,3,3.c,TCS-C2CRI-NTCIP2306-WSME-3Sa-XFRO-TFConnect-EC,RI,
298,3,3.c,TCS-C2CRI-NTCIP2306-WSME-3Sa-XFRO-TFConnect-OC,RI,
299,3,3.c,TCS-C2CRI-NTCIP2306-WSME-3Sb-XFRO-GFConnect-EC,RI,
300,3,3.c,TCS-C2CRI-NTCIP2306-WSME-3Sb-XFRO-GFConnect-OC,RI,
301,1,1.a,TCS-C2CRI-NTCIP2306-WSDL-SUT,SUT/RI,
302,1,1.b,TCS-C2CRI-NTCIP2306-WSDL-SUT,SUT/RI,
303,2,2.a,TCS-C2CRI-NTCIP2306-WSDL-SUT,SUT/RI,
304,2,2.b,TCS-C2CRI-NTCIP2306-WSDL-SUT,SUT/RI,
305,3,3.a,TCS-C2CRI-NTCIP2306-WSDL-SUT,SUT/RI,
306,1,1.c,TCS-C2CRI-NTCIP2306-WSME-SUT-SHRR-OC,SUT/RI,SOAPWSDLRR
307,1,1.d,TCS-C2CRI-NTCIP2306-WSME-SUT-SHRR-OC,SUT/RI,SOAPWSDLRR
308,1,1.c,TCS-C2CRI-NTCIP2306-WSME-SUT-SHRR-EC,SUT/RI,SOAPWSDLRR
309,1,1.d,TCS-C2CRI-NTCIP2306-WSME-SUT-SHRR-EC,SUT/RI,SOAPWSDLRR
310,1,1.c,TCS-C2CRI-NTCIP2306-WSME-SUT-SHSP-OC,SUT/RI,SOAPWSDLSP
311,1,1.d,TCS-C2CRI-NTCIP2306-WSME-SUT-SHSP-OC,SUT/RI,SOAPWSDLSP
312,1,1.c,TCS-C2CRI-NTCIP2306-WSME-SUT-SHSP-EC,SUT/RI,SOAPWSDLSP
313,1,1.d,TCS-C2CRI-NTCIP2306-WSME-SUT-SHSP-EC,SUT/RI,SOAPWSDLSP
314,2,2.d,TCS-C2CRI-NTCIP2306-WSME-SUT-XHRR-OC,SUT/RI,XMLDirectRR
315,2,2.e,TCS-C2CRI-NTCIP2306-WSME-SUT-XHRR-OC,SUT/RI,XMLDirectRR
316,2,2.d,TCS-C2CRI-NTCIP2306-WSME-SUT-XHRR-EC,SUT/RI,XMLDirectRR
317,2,2.e,TCS-C2CRI-NTCIP2306-WSME-SUT-XHRR-EC,SUT/RI,XMLDirectRR
318,2,2.d,TCS-C2CRI-NTCIP2306-WSME-SUT-XHRO-OC,SUT/RI,XMLDirectGET
319,2,2.e,TCS-C2CRI-NTCIP2306-WSME-SUT-XHRO-OC,SUT/RI,XMLDirectGET
320,2,2.d,TCS-C2CRI-NTCIP2306-WSME-SUT-XHRO-EC,SUT/RI,XMLDirectGET
321,2,2.e,TCS-C2CRI-NTCIP2306-WSME-SUT-XHRO-EC,SUT/RI,XMLDirectGET
322,3,3.b,TCS-C2CRI-NTCIP2306-WSME-SUT-XFRO-OC,SUT/RI,
323,3,3.c,TCS-C2CRI-NTCIP2306-WSME-SUT-XFRO-OC,SUT/RI,
324,3,3.b,TCS-C2CRI-NTCIP2306-WSME-SUT-XFRO-EC,SUT/RI,
325,3,3.c,TCS-C2CRI-NTCIP2306-WSME-SUT-XFRO-EC,SUT/RI,
