Name,ScriptFile,DataFile,Description,Type
TCS-C2CRI-NTCIP2306-WSDL-1b4-MessagesInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-1b4-MessagesInvalid.data,To verify that the RI NTCIP 2306 Conformance Test Suite identifies WSDL documents that do not conform to the Messages section requirements specified by NTCIP 2306.,EC
TCS-C2CRI-NTCIP2306-WSDL-1b5-SHSP-PortTypeInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-1b5-SHSP-PortTypeInvalid.data,To verify that the RI NTCIP 2306 Conformance Test Suite identifies WSDL documents that do not conform to the PortType element requirements specified by NTCIP 2306 for a SOAP over HTTP Subscription-Publication operation.,EC
TCS-C2CRI-NTCIP2306-WSDL-1b6-SHSP-BindingInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-1b6-SHSP-BindingInvalid.data,To verify that the RI NTCIP 2306 Conformance Test Suite identifies WSDL documents that do not conform to the Binding element requirements specified by NTCIP 2306 for a SOAP over HTTP Subscription-Publication operation.,EC
TCS-C2CRI-NTCIP2306-WSDL-1b7-SHSP-ServiceInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-1b7-SHSP-ServiceInvalid.data,To verify that the RI NTCIP 2306 Conformance Test Suite identifies WSDL documents that do not conform to the Service element requirements specified by NTCIP 2306 for a SOAP over HTTP Subscription-Publication operation.,EC
TCS-C2CRI-NTCIP2306-WSDL-1d1-SHTr-HttpInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-1d1-SHTr-HttpInvalid.data,To verify that the RI NTCIP 2306 Conformance Test Suite identifies WSDL documents that do not conform to the HTTP transport requirements specified by NTCIP 2306 for a SOAP over HTTP operation.,EC
TCS-C2CRI-NTCIP2306-WSDL-1d2-SHTr-HttpsInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-1d2-SHTr-HttpsInvalid.data,To verify that the RI NTCIP 2306 Conformance Test Suite identifies WSDL documents that do not conform to the HTTPS transport requirements specified by NTCIP 2306 for a SOAP over HTTP operation.,EC
TCS-C2CRI-NTCIP2306-WSDL-2a1-GeneralValid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-2a1-GeneralValid.data,See 2306-WSDL-1a1-GeneralValid description.,EC
TCS-C2CRI-NTCIP2306-WSDL-2a2-DefinitionsInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-2a2-DefinitionsInvalid.data,See 2306-WSDL-1a2-DefinitionsValid description.,EC
TCS-C2CRI-NTCIP2306-WSDL-2a3-TypesInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-2a3-TypesInvalid.data,See 2306-WSDL-1a3-TypesValid description.,EC
TCS-C2CRI-NTCIP2306-WSDL-2a4-MessagesInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-2a4-MessagesInvalid.data,See 2306-WSDL-1a4-MessagesValid description.,EC
TCS-C2CRI-NTCIP2306-WSDL-2a5-XHRO-PortTypeInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-2a5-XHRO-PortTypeInvalid.data,To verify that the RI NTCIP 2306 Conformance Test Suite identifies WSDL documents that do not conform to the PortType element requirements specified by NTCIP 2306 for a XML over HTTP Request-Only operation.,EC
TCS-C2CRI-NTCIP2306-WSDL-2a6-XHRO-BindingInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-2a6-XHRO-BindingInvalid.data,To verify that the RI NTCIP 2306 Conformance Test Suite identifies WSDL documents that do not conform to the Binding element requirements specified by NTCIP 2306 for a XML over HTTP Request-Only operation.,EC
TCS-C2CRI-NTCIP2306-WSDL-2a7-XHRO-ServiceInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-2a7-XHRO-ServiceInvalid.data,To verify that the RI NTCIP 2306 Conformance Test Suite identifies WSDL documents that do not conform to the Service element requirements specified by NTCIP 2306 for a XML over HTTP Request-Only operation.,EC
TCS-C2CRI-NTCIP2306-WSDL-2b1-GeneralValid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-2b1-GeneralValid.data,See 2306-WSDL-1a1-GeneralValid description.,EC
TCS-C2CRI-NTCIP2306-WSDL-2b2-DefinitionsInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-2b2-DefinitionsInvalid.data,See 2306-WSDL-1a2-DefinitionsValid description.,EC
TCS-C2CRI-NTCIP2306-WSDL-2b3-TypesInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-2b3-TypesInvalid.data,See 2306-WSDL-1a3-TypesValid description.,EC
TCS-C2CRI-NTCIP2306-WSDL-2b4-MessagesInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-2b4-MessagesInvalid.data,See 2306-WSDL-1a4-MessagesValid description.,EC
TCS-C2CRI-NTCIP2306-WSDL-2b5-XHRR-PortTypeInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-2b5-XHRR-PortTypeInvalid.data,To verify that the RI NTCIP 2306 Conformance Test Suite identifies WSDL documents that do not conform to the PortType element requirements specified by NTCIP 2306 for a XML over HTTP Request-Response operation.,EC
TCS-C2CRI-NTCIP2306-WSDL-2b6-XHRR-BindingInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-2b6-XHRR-BindingInvalid.data,To verify that the RI NTCIP 2306 Conformance Test Suite identifies WSDL documents that do not conform to the Binding element requirements specified by NTCIP 2306 for a XML over HTTP Request-Response operation.,EC
TCS-C2CRI-NTCIP2306-WSDL-2b7-XHRR-ServiceInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-2b7-XHRR-ServiceInvalid.data,To verify that the RI NTCIP 2306 Conformance Test Suite identifies WSDL documents that do not conform to the Service element requirements specified by NTCIP 2306 for a XML over HTTP Request-Response operation.,EC
TCS-C2CRI-NTCIP2306-WSDL-2e1-XHTr-HttpInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-2e1-XHTr-HttpInvalid.data,To verify that the RI NTCIP 2306 Conformance Test Suite identifies WSDL documents that do not conform to the HTTP transport requirements specified by NTCIP 2306 for a XML over HTTP operation.,EC
TCS-C2CRI-NTCIP2306-WSDL-3a1-GeneralValid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-3a1-GeneralValid.data,See 2306-WSDL-1a1-GeneralValid description.,EC
TCS-C2CRI-NTCIP2306-WSDL-3a2-DefinitionsInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-3a2-DefinitionsInvalid.data,See 2306-WSDL-1a2-DefinitionsValid description.,EC
TCS-C2CRI-NTCIP2306-WSDL-3a3-TypesInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-3a3-TypesInvalid.data,See 2306-WSDL-1a3-TypesValid description.,EC
TCS-C2CRI-NTCIP2306-WSDL-3a4-MessagesInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-3a4-MessagesInvalid.data,See 2306-WSDL-1a4-MessagesValid description.,EC
TCS-C2CRI-NTCIP2306-WSDL-3a5-XFDr-PortTypeInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-3a5-XFDr-PortTypeInvalid.data,To verify that the RI NTCIP 2306 Conformance Test Suite identifies WSDL documents that do not conform to the PortType element requirements specified by NTCIP 2306 for a XML over FTP Request-Only operation.,EC
TCS-C2CRI-NTCIP2306-WSDL-3a6-XFDr-BindingInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-3a6-XFDr-BindingInvalid.data,To verify that the RI NTCIP 2306 Conformance Test Suite identifies WSDL documents that do not conform to the Binding element requirements specified by NTCIP 2306 for a XML over FTP Request-Only operation.,EC
TCS-C2CRI-NTCIP2306-WSDL-3a7-XFDr-ServiceInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-3a7-XFDr-ServiceInvalid.data,To verify that the RI NTCIP 2306 Conformance Test Suite identifies WSDL documents that do not conform to the Service element requirements specified by NTCIP 2306 for a XML over FTP Request-Only operation.,EC
TCS-C2CRI-NTCIP2306-WSDL-3c1-XFTr-FtpInvalid,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-3c1-XFTr-FtpInvalid.data,To verify that the RI NTCIP 2306 Conformance Test Suite identifies WSDL documents that do not conform to the FTP transport requirements specified by NTCIP 2306 for a XML over FTP operation.,EC
TCS-C2CRI-NTCIP2306-WSDL-SUT,TPS-NTCIP2306-WSDL.xml,TCS-C2CRI-NTCIP2306-WSDL-SUT.data,To verify that the RI NTCIP 2306 Conformance Test Suite identifies user provided WSDL documents that conform to the requirements specified by NTCIP 2306 related to the NRTM selections in the Test Configuration File.,EC
TCS-C2CRI-NTCIP2306-WSME-1Sa-SHRR-RHConnect-EC,TPS-NTCIP2306-SOAP-RR-EC.xml,TCS-C2CRI-NTCIP2306-WSME-1Sa-SHRR-RHConnect-EC.data,To verify that the RI can communicate with a SUT using the protocol stack for SOAP over HTTP with Request-Response encoding and HTTP transport defined in the SUT�s WSDL document.,OC
TCS-C2CRI-NTCIP2306-WSME-1Sa-SHRR-RHConnect-OC,TPS-NTCIP2306-SOAP-RR-OC.xml,TCS-C2CRI-NTCIP2306-WSME-1Sa-SHRR-RHConnect-OC.data,To verify that the RI can communicate with a SUT using the protocol stack for SOAP over HTTP with Request-Response encoding and HTTP transport defined in the SUT�s WSDL document.,EC
TCS-C2CRI-NTCIP2306-WSME-1Sb-SHSP-SHConnect-EC,TPS-NTCIP2306-SOAP-Subscription-Publication-EC.xml,TCS-C2CRI-NTCIP2306-WSME-1Sb-SHSP-SHConnect-EC.data,To verify that the RI can communicate with a SUT using the protocol stack for SOAP over HTTP with Subscription-Publication encoding and HTTP transport defined in the SUT�s WSDL document.,OC
TCS-C2CRI-NTCIP2306-WSME-1Sb-SHSP-SHConnect-OC,TPS-NTCIP2306-SOAP-Subscription-Publication-OC.xml,TCS-C2CRI-NTCIP2306-WSME-1Sb-SHSP-SHConnect-OC.data,To verify that the RI can communicate with a SUT using the protocol stack for SOAP over HTTP with Subscription-Publication encoding and HTTP transport defined in the SUT�s WSDL document.,EC
TCS-C2CRI-NTCIP2306-WSME-1Sc-SHRR-RSConnect-EC,TPS-NTCIP2306-SOAP-RR-EC.xml,TCS-C2CRI-NTCIP2306-WSME-1Sc-SHRR-RSConnect-EC.data,To verify that the RI can communicate with a SUT using the protocol stack for SOAP over HTTP with Request-Response encoding and HTTPS transport defined in the SUT�s WSDL document.,OC
TCS-C2CRI-NTCIP2306-WSME-1Sc-SHRR-RSConnect-OC,TPS-NTCIP2306-SOAP-RR-OC.xml,TCS-C2CRI-NTCIP2306-WSME-1Sc-SHRR-RSConnect-OC.data,To verify that the RI can communicate with a SUT using the protocol stack for SOAP over HTTP with Request-Response encoding and HTTPS transport defined in the SUT�s WSDL document.,EC
TCS-C2CRI-NTCIP2306-WSME-1Sd-SHSP-SSConnect-EC,TPS-NTCIP2306-SOAP-Subscription-Publication-EC.xml,TCS-C2CRI-NTCIP2306-WSME-1Sd-SHSP-SSConnect-EC.data,To verify that the RI can communicate with a SUT using the protocol stack for SOAP over HTTP with Subscription-Publication encoding and HTTPS transport defined in the SUT�s WSDL document.,OC
TCS-C2CRI-NTCIP2306-WSME-1Sd-SHSP-SSConnect-OC,TPS-NTCIP2306-SOAP-Subscription-Publication-OC.xml,TCS-C2CRI-NTCIP2306-WSME-1Sd-SHSP-SSConnect-OC.data,To verify that the RI can communicate with a SUT using the protocol stack for SOAP over HTTP with Subscription-Publication encoding and HTTPS transport defined in the SUT�s WSDL document.,EC
TCS-C2CRI-NTCIP2306-WSME-2Sa-XHRO-THConnect-EC,TPS-NTCIP2306-HTTP-GET-EC.xml,TCS-C2CRI-NTCIP2306-WSME-2Sa-XHRO-THConnect-EC.data,To verify that the RI can communicate with a SUT using the protocol stack for XML over HTTP Request-Only with XML text encoding and HTTP transport defined in the SUT�s WSDL document.,OC
TCS-C2CRI-NTCIP2306-WSME-2Sa-XHRO-THConnect-OC,TPS-NTCIP2306-HTTP-GET-OC.xml,TCS-C2CRI-NTCIP2306-WSME-2Sa-XHRO-THConnect-OC.data,To verify that the RI can communicate with a SUT using the protocol stack for XML over HTTP Request-Only with XML text encoding and HTTP transport defined in the SUT�s WSDL document.,EC
TCS-C2CRI-NTCIP2306-WSME-2Sb-XHRO-GHConnect-EC,TPS-NTCIP2306-HTTP-GET-EC.xml,TCS-C2CRI-NTCIP2306-WSME-2Sb-XHRO-GHConnect-EC.data,To verify that the RI can communicate with a SUT using the protocol stack for XML over HTTP Request-Only with Gzip encoding and HTTP transport defined in the SUT�s WSDL document.,OC
TCS-C2CRI-NTCIP2306-WSME-2Sb-XHRO-GHConnect-OC,TPS-NTCIP2306-HTTP-GET-OC.xml,TCS-C2CRI-NTCIP2306-WSME-2Sb-XHRO-GHConnect-OC.data,To verify that the RI can communicate with a SUT using the protocol stack for XML over HTTP Request-Only with Gzip encoding and HTTP transport defined in the SUT�s WSDL document.,EC
TCS-C2CRI-NTCIP2306-WSME-2Sc-XHRR-THConnect-EC,TPS-NTCIP2306-HTTP-POST-EC.xml,TCS-C2CRI-NTCIP2306-WSME-2Sc-XHRR-THConnect-EC.data,To verify that the RI can communicate with a SUT using the protocol stack for XML over HTTP Request-Response with XML text encoding and HTTP transport defined in the SUT�s WSDL document.,OC
TCS-C2CRI-NTCIP2306-WSME-2Sc-XHRR-THConnect-OC,TPS-NTCIP2306-HTTP-POST-OC.xml,TCS-C2CRI-NTCIP2306-WSME-2Sc-XHRR-THConnect-OC.data,To verify that the RI can communicate with a SUT using the protocol stack for XML over HTTP Request-Response with XML text encoding and HTTP transport defined in the SUT�s WSDL document.,EC
TCS-C2CRI-NTCIP2306-WSME-2Sd-XHRR-GHConnect-EC,TPS-NTCIP2306-HTTP-POST-EC.xml,TCS-C2CRI-NTCIP2306-WSME-2Sd-XHRR-GHConnect-EC.data,To verify that the RI can communicate with a SUT using the protocol stack for XML over HTTP Request-Response with Gzip encoding and HTTP transport defined in the SUT�s WSDL document.,OC
TCS-C2CRI-NTCIP2306-WSME-2Sd-XHRR-GHConnect-OC,TPS-NTCIP2306-HTTP-POST-OC.xml,TCS-C2CRI-NTCIP2306-WSME-2Sd-XHRR-GHConnect-OC.data,To verify that the RI can communicate with a SUT using the protocol stack for XML over HTTP Request-Response with Gzip encoding and HTTP transport defined in the SUT�s WSDL document.,EC
TCS-C2CRI-NTCIP2306-WSME-2Se-XHRO-TSConnect-EC,TPS-NTCIP2306-HTTP-GET-EC.xml,TCS-C2CRI-NTCIP2306-WSME-2Se-XHRO-TSConnect-EC.data,To verify that the RI can communicate with a SUT using the protocol stack for XML over HTTP Request-Only with XML text encoding and HTTPS transport defined in the SUT�s WSDL document.,OC
TCS-C2CRI-NTCIP2306-WSME-2Se-XHRO-TSConnect-OC,TPS-NTCIP2306-HTTP-GET-OC.xml,TCS-C2CRI-NTCIP2306-WSME-2Se-XHRO-TSConnect-OC.data,To verify that the RI can communicate with a SUT using the protocol stack for XML over HTTP Request-Only with XML text encoding and HTTPS transport defined in the SUT�s WSDL document.,EC
TCS-C2CRI-NTCIP2306-WSME-2Sf-XHRO-GSConnect-EC,TPS-NTCIP2306-HTTP-GET-EC.xml,TCS-C2CRI-NTCIP2306-WSME-2Sf-XHRO-GSConnect-EC.data,To verify that the RI can communicate with a SUT using the protocol stack for XML over HTTP Request-Only with Gzip encoding and HTTPS transport defined in the SUT�s WSDL document.,OC
TCS-C2CRI-NTCIP2306-WSME-2Sf-XHRO-GSConnect-OC,TPS-NTCIP2306-HTTP-GET-OC.xml,TCS-C2CRI-NTCIP2306-WSME-2Sf-XHRO-GSConnect-OC.data,To verify that the RI can communicate with a SUT using the protocol stack for XML over HTTP Request-Only with Gzip encoding and HTTPS transport defined in the SUT�s WSDL document.,EC
TCS-C2CRI-NTCIP2306-WSME-2Sg-XHRR-TSConnect-EC,TPS-NTCIP2306-HTTP-POST-EC.xml,TCS-C2CRI-NTCIP2306-WSME-2Sg-XHRR-TSConnect-EC.data,To verify that the RI can communicate with a SUT using the protocol stack for XML over HTTP Request-Response with XML text encoding and HTTPS transport defined in the SUT�s WSDL document.,OC
TCS-C2CRI-NTCIP2306-WSME-2Sg-XHRR-TSConnect-OC,TPS-NTCIP2306-HTTP-POST-OC.xml,TCS-C2CRI-NTCIP2306-WSME-2Sg-XHRR-TSConnect-OC.data,To verify that the RI can communicate with a SUT using the protocol stack for XML over HTTP Request-Response with XML text encoding and HTTPS transport defined in the SUT�s WSDL document.,EC
TCS-C2CRI-NTCIP2306-WSME-2Sh-XHRR-GSConnect-EC,TPS-NTCIP2306-HTTP-POST-EC.xml,TCS-C2CRI-NTCIP2306-WSME-2Sh-XHRR-GSConnect-EC.data,To verify that the RI can communicate with a SUT using the protocol stack for XML over HTTP Request-Response with Gzip encoding and HTTPS transport defined in the SUT�s WSDL document.,OC
TCS-C2CRI-NTCIP2306-WSME-2Sh-XHRR-GSConnect-OC,TPS-NTCIP2306-HTTP-POST-OC.xml,TCS-C2CRI-NTCIP2306-WSME-2Sh-XHRR-GSConnect-OC.data,To verify that the RI can communicate with a SUT using the protocol stack for XML over HTTP Request-Response with Gzip encoding and HTTPS transport defined in the SUT�s WSDL document.,EC
TCS-C2CRI-NTCIP2306-WSME-3Sa-XFRO-TFConnect-EC,TPS-NTCIP2306-FTP-GET-EC.xml,TCS-C2CRI-NTCIP2306-WSME-3Sa-XFRO-TFConnect-EC.data,To verify that the RI can communicate with a SUT using the protocol stack for XML over FTP Request-Only with XML text encoding and FTP transport defined in the SUT�s WSDL document.,OC
TCS-C2CRI-NTCIP2306-WSME-3Sa-XFRO-TFConnect-OC,TPS-NTCIP2306-FTP-GET-OC.xml,TCS-C2CRI-NTCIP2306-WSME-3Sa-XFRO-TFConnect-OC.data,To verify that the RI can communicate with a SUT using the protocol stack for XML over FTP Request-Only with XML text encoding and FTP transport defined in the SUT�s WSDL document.,EC
TCS-C2CRI-NTCIP2306-WSME-3Sb-XFRO-GFConnect-EC,TPS-NTCIP2306-FTP-GET-EC.xml,TCS-C2CRI-NTCIP2306-WSME-3Sb-XFRO-GFConnect-EC.data,To verify that the RI can communicate with a SUT using the protocol stack for XML over FTP Request-Only with Gzip encoding and FTP transport defined in the SUT�s WSDL document.,OC
TCS-C2CRI-NTCIP2306-WSME-3Sb-XFRO-GFConnect-OC,TPS-NTCIP2306-FTP-GET-OC.xml,TCS-C2CRI-NTCIP2306-WSME-3Sb-XFRO-GFConnect-OC.data,To verify that the RI can communicate with a SUT using the protocol stack for XML over FTP Request-Only with Gzip encoding and FTP transport defined in the SUT�s WSDL document.,EC
TCS-C2CRI-NTCIP2306-WSME-SUT-SHRR-OC,TPS-NTCIP2306-SOAP-RR-OC.xml,TCS-C2CRI-NTCIP2306-WSME-SUT-SHRR-OC.data,To verify that the RI can communicate with a SUT acting as an OC using the protocol stack for SOAP over HTTP defined in user provided WSDL document.,EC
TCS-C2CRI-NTCIP2306-WSME-SUT-SHRR-EC,TPS-NTCIP2306-SOAP-RR-EC.xml,TCS-C2CRI-NTCIP2306-WSME-SUT-SHRR-EC.data,To verify that the RI can communicate with a SUT acting as an EC using the protocol stack for SOAP over HTTP defined in user provided WSDL document.,OC
TCS-C2CRI-NTCIP2306-WSME-SUT-SHSP-OC,TPS-NTCIP2306-SOAP-Subscription-Publication-OC.xml,TCS-C2CRI-NTCIP2306-WSME-SUT-SHSP-OC.data,To verify that the RI can communicate with a SUT acting as an OC using the protocol stack for SOAP over HTTP defined in user provided WSDL document.,EC
TCS-C2CRI-NTCIP2306-WSME-SUT-SHSP-EC,TPS-NTCIP2306-SOAP-Subscription-Publication-EC.xml,TCS-C2CRI-NTCIP2306-WSME-SUT-SHSP-EC.data,To verify that the RI can communicate with a SUT acting as an EC using the protocol stack for SOAP over HTTP defined in user provided WSDL document.,OC
TCS-C2CRI-NTCIP2306-WSME-SUT-XHRR-OC,TPS-NTCIP2306-HTTP-POST-OC.xml,TCS-C2CRI-NTCIP2306-WSME-SUT-XHRR-OC.data,To verify that the RI can communicate with a SUT acting as an OC using the protocol stack for XML Post defined in user provided WSDL document.,EC
TCS-C2CRI-NTCIP2306-WSME-SUT-XHRR-EC,TPS-NTCIP2306-HTTP-POST-EC.xml,TCS-C2CRI-NTCIP2306-WSME-SUT-XHRR-EC.data,To verify that the RI can communicate with a SUT acting as an EC using the protocol stack for XML Post defined in user provided WSDL document.,OC
TCS-C2CRI-NTCIP2306-WSME-SUT-XHRO-OC,TPS-NTCIP2306-HTTP-GET-OC.xml,TCS-C2CRI-NTCIP2306-WSME-SUT-XHRO-OC.data,To verify that the RI can communicate with a SUT acting as an OC using the protocol stack for XML Get defined in user provided WSDL document.,EC
TCS-C2CRI-NTCIP2306-WSME-SUT-XHRO-EC,TPS-NTCIP2306-HTTP-GET-EC.xml,TCS-C2CRI-NTCIP2306-WSME-SUT-XHRO-EC.data,To verify that the RI can communicate with a SUT acting as an EC using the protocol stack for XML Get defined in user provided WSDL document.,OC
TCS-C2CRI-NTCIP2306-WSME-SUT-XFRO-OC,TPS-NTCIP2306-FTP-GET-OC.xml,TCS-C2CRI-NTCIP2306-WSME-SUT-XFRO-OC.data,To verify that the RI can communicate with a SUT acting as an OC using the protocol stack for XML FTP Get defined in user provided WSDL document.,EC
TCS-C2CRI-NTCIP2306-WSME-SUT-XFRO-EC,TPS-NTCIP2306-FTP-GET-EC.xml,TCS-C2CRI-NTCIP2306-WSME-SUT-XFRO-EC.data,To verify that the RI can communicate with a SUT acting as an EC using the protocol stack for XML FTP Get defined in user provided WSDL document.,OC
