ID,UN ID,User Need,NeedConformance,NeedSupport,Requirement ID,Requirement,Conformance,Support,Other Requirements,ReqFlag,ReqFlagValue,OtherReqParameter,OtherRequirementValues,NeedFlag,NeedFlagValue
11,2.3.1.1,Verify Connection Active,Mandatory,Yes,3.3.1.4.1.2.1,Restrictions - Error Report,O,Yes / No,,TMDD_N1R14_Restrictions___Error_Report_Supported,False,TMDD_N1R14_Restrictions___Error_Report_Parameter,,TMDD_N1_Flag,True
12,2.3.1.2,Need to Support Requests,Mandatory,Yes,3.3.1.2,Support Request-Response,M,Yes,,TMDD_N2R9_Support_Request_Response_Supported,True,TMDD_N2R9_Support_Request_Response_Parameter,,TMDD_N2_Flag,True
13,2.3.1.2,Need to Support Requests,Mandatory,Yes,3.4.2,Response Time,M,Yes,The owner center shall respond within ___ (100 ms - 1 hour; Default = 1 minute) after receiving the request.,TMDD_N2R1163_Response_Time_Supported,True,TMDD_N2R1163_Response_Time_Parameter,60000,TMDD_N2_Flag,True
14,2.3.1.3,Need to Support Subscriptions,Optional,Yes/No,3.3.1.3.1,Support Periodic Updates (Subscription),O.1(1..*),Yes / No,,TMDD_N3R10_Support_Periodic_Updates__Subscription__Supported,False,TMDD_N3R10_Support_Periodic_Updates__Subscription__Parameter,,TMDD_N3_Flag,False
15,2.3.1.3,Need to Support Subscriptions,Optional,Yes/No,3.3.1.3.2,Support Event-Driven Updates (Subscription),O.1(1..*),Yes / No,,TMDD_N3R11_Support_Event_Driven_Updates__Subscription__Supported,False,TMDD_N3R11_Support_Event_Driven_Updates__Subscription__Parameter,,TMDD_N3_Flag,False
16,2.3.1.3,Need to Support Subscriptions,Optional,Yes/No,3.4.1,Message Transmission Time - Publication Updates,Subscription:M,Yes / NA,The owner center shall begin sending the updated response message within ___ (100 ms - 24 hours; Default = 15 minutes) after the information is updated in the owner center.,TMDD_N3R1162_Message_Transmission_Time___Publication_Updates_Supported,False,TMDD_N3R1162_Message_Transmission_Time___Publication_Updates_Parameter,900000,TMDD_N3_Flag,False
17,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.1,Send Organization Information Upon Request,M,Yes,The owner center shall respond within ___ (100 ms - 1 hour; Default = 1 minute) after receiving the request.,TMDD_N4R15_Send_Organization_Information_Upon_Request_Supported,True,TMDD_N4R15_Send_Organization_Information_Upon_Request_Parameter,60000,TMDD_N4_Flag,False
18,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.2,Publish Organization Information,Subscription:O,Yes / No / NA,The owner center shall begin sending the updated response message within ___ (100 ms - 24 hours; Default = 15 minutes) after the information is updated in the owner center.,TMDD_N4R16_Publish_Organization_Information_Supported,False,TMDD_N4R16_Publish_Organization_Information_Parameter,900000,TMDD_N4_Flag,False
19,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.3,Subscribe to Organization Information,Subscription:O,Yes / No / NA,,TMDD_N4R17_Subscribe_to_Organization_Information_Supported,False,TMDD_N4R17_Subscribe_to_Organization_Information_Parameter,,TMDD_N4_Flag,False
20,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.4,Contents of the Organization Information Request,M,Yes,,TMDD_N4R18_Contents_of_the_Organization_Information_Request_Supported,True,TMDD_N4R18_Contents_of_the_Organization_Information_Request_Parameter,,TMDD_N4_Flag,False
21,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.4.1,Required Organization Information Request Content,M,Yes,,TMDD_N4R19_Required_Organization_Information_Request_Content_Supported,True,TMDD_N4R19_Required_Organization_Information_Request_Content_Parameter,,TMDD_N4_Flag,False
22,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.4.2.1,Authentication - Organization Information (AuthOrg),O,Yes / No,,TMDD_N4R20_Authentication___Organization_Information__AuthOrg__Supported,False,TMDD_N4R20_Authentication___Organization_Information__AuthOrg__Parameter,,TMDD_N4_Flag,False
23,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.4.2.1.1,Operator Identifier - Organization Information,AuthOrg:O,Yes / No / NA,,TMDD_N4R21_Operator_Identifier___Organization_Information_Supported,False,TMDD_N4R21_Operator_Identifier___Organization_Information_Parameter,,TMDD_N4_Flag,False
24,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.4.2.2,Owner Organization Identifier,O,Yes / No,,TMDD_N4R22_Owner_Organization_Identifier_Supported,False,TMDD_N4R22_Owner_Organization_Identifier_Parameter,,TMDD_N4_Flag,False
25,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.4.2.3,Owner Center Identifier,O,Yes / No,,TMDD_N4R23_Owner_Center_Identifier_Supported,False,TMDD_N4R23_Owner_Center_Identifier_Parameter,,TMDD_N4_Flag,False
26,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5,Contents of the Organization and Centers Information,M,Yes,,TMDD_N4R24_Contents_of_the_Organization_and_Centers_Information_Supported,True,TMDD_N4R24_Contents_of_the_Organization_and_Centers_Information_Parameter,,TMDD_N4_Flag,False
27,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.1,Required Organization Information Content,M,Yes,,TMDD_N4R25_Required_Organization_Information_Content_Supported,True,TMDD_N4R25_Required_Organization_Information_Content_Parameter,,TMDD_N4_Flag,False
28,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.1,Organization Name,O,Yes / No,,TMDD_N4R26_Organization_Name_Supported,False,TMDD_N4R26_Organization_Name_Parameter,,TMDD_N4_Flag,False
29,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.2,Organization Location,O,Yes / No,,TMDD_N4R27_Organization_Location_Supported,False,TMDD_N4R27_Organization_Location_Parameter,,TMDD_N4_Flag,False
30,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.3,Organization Function Description,O,Yes / No,,TMDD_N4R28_Organization_Function_Description_Supported,False,TMDD_N4R28_Organization_Function_Description_Parameter,,TMDD_N4_Flag,False
31,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.4,Organization Contact Information (ContactInformation),O,Yes / No,,TMDD_N4R29_Organization_Contact_Information__ContactInformation__Supported,False,TMDD_N4R29_Organization_Contact_Information__ContactInformation__Parameter,,TMDD_N4_Flag,False
32,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.4.1,Required Organization Contact Information,ContactInformation:M,Yes / NA,,TMDD_N4R30_Required_Organization_Contact_Information_Supported,False,TMDD_N4R30_Required_Organization_Contact_Information_Parameter,,TMDD_N4_Flag,False
33,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.4.2.1,Contact Person Name,ContactInformation:O,Yes / No / NA,,TMDD_N4R31_Contact_Person_Name_Supported,False,TMDD_N4R31_Contact_Person_Name_Parameter,,TMDD_N4_Flag,False
34,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.4.2.2,Contact Person Role,ContactInformation:O,Yes / No / NA,,TMDD_N4R32_Contact_Person_Role_Supported,False,TMDD_N4R32_Contact_Person_Role_Parameter,,TMDD_N4_Flag,False
35,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.4.2.3,Work Phone Number,ContactInformation:O,Yes / No / NA,,TMDD_N4R33_Work_Phone_Number_Supported,False,TMDD_N4R33_Work_Phone_Number_Parameter,,TMDD_N4_Flag,False
36,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.4.2.4,Alternate Phone Number,ContactInformation:O,Yes / No / NA,,TMDD_N4R34_Alternate_Phone_Number_Supported,False,TMDD_N4R34_Alternate_Phone_Number_Parameter,,TMDD_N4_Flag,False
37,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.4.2.5,Cellular Phone Number,ContactInformation:O,Yes / No / NA,,TMDD_N4R35_Cellular_Phone_Number_Supported,False,TMDD_N4R35_Cellular_Phone_Number_Parameter,,TMDD_N4_Flag,False
38,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.4.2.6,Cellular Phone Identifier,ContactInformation:O,Yes / No / NA,,TMDD_N4R36_Cellular_Phone_Identifier_Supported,False,TMDD_N4R36_Cellular_Phone_Identifier_Parameter,,TMDD_N4_Flag,False
39,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.4.2.7,Fax Number,ContactInformation:O,Yes / No / NA,,TMDD_N4R37_Fax_Number_Supported,False,TMDD_N4R37_Fax_Number_Parameter,,TMDD_N4_Flag,False
40,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.4.2.8,Pager Number,ContactInformation:O,Yes / No / NA,,TMDD_N4R38_Pager_Number_Supported,False,TMDD_N4R38_Pager_Number_Parameter,,TMDD_N4_Flag,False
41,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.4.2.9,Pager Identifier,ContactInformation:O,Yes / No / NA,,TMDD_N4R39_Pager_Identifier_Supported,False,TMDD_N4R39_Pager_Identifier_Parameter,,TMDD_N4_Flag,False
42,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.4.2.10,Internet E-Mail Address,ContactInformation:O,Yes / No / NA,,TMDD_N4R40_Internet_E_Mail_Address_Supported,False,TMDD_N4R40_Internet_E_Mail_Address_Parameter,,TMDD_N4_Flag,False
43,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.4.2.11,Radio Unit Identifier,ContactInformation:O,Yes / No / NA,,TMDD_N4R41_Radio_Unit_Identifier_Supported,False,TMDD_N4R41_Radio_Unit_Identifier_Parameter,,TMDD_N4_Flag,False
44,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.4.2.12,Mailing Address Line 1,ContactInformation:O,Yes / No / NA,,TMDD_N4R42_Mailing_Address_Line_1_Supported,False,TMDD_N4R42_Mailing_Address_Line_1_Parameter,,TMDD_N4_Flag,False
45,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.4.2.13,Mailing Address Line 2,ContactInformation:O,Yes / No / NA,,TMDD_N4R43_Mailing_Address_Line_2_Supported,False,TMDD_N4R43_Mailing_Address_Line_2_Parameter,,TMDD_N4_Flag,False
46,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.4.2.14,Mailing Address City,ContactInformation:O,Yes / No / NA,,TMDD_N4R44_Mailing_Address_City_Supported,False,TMDD_N4R44_Mailing_Address_City_Parameter,,TMDD_N4_Flag,False
47,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.4.2.15,Mailing Address State,ContactInformation:O,Yes / No / NA,,TMDD_N4R45_Mailing_Address_State_Supported,False,TMDD_N4R45_Mailing_Address_State_Parameter,,TMDD_N4_Flag,False
48,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.4.2.16,Mailing Address Zip Code,ContactInformation:O,Yes / No / NA,,TMDD_N4R46_Mailing_Address_Zip_Code_Supported,False,TMDD_N4R46_Mailing_Address_Zip_Code_Parameter,,TMDD_N4_Flag,False
49,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.4.2.17,Mailing Address Country,ContactInformation:O,Yes / No / NA,,TMDD_N4R47_Mailing_Address_Country_Supported,False,TMDD_N4R47_Mailing_Address_Country_Parameter,,TMDD_N4_Flag,False
50,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.5,Organization Center Information (CenterInformation),O,Yes / No,,TMDD_N4R48_Organization_Center_Information__CenterInformation__Supported,False,TMDD_N4R48_Organization_Center_Information__CenterInformation__Parameter,,TMDD_N4_Flag,False
51,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.5.1,Required Organization Center Information,CenterInformation:M,Yes / NA,,TMDD_N4R49_Required_Organization_Center_Information_Supported,False,TMDD_N4R49_Required_Organization_Center_Information_Parameter,,TMDD_N4_Flag,False
52,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.5.2.1,Organization Center Name,CenterInformation:O,Yes / No / NA,,TMDD_N4R50_Organization_Center_Name_Supported,False,TMDD_N4R50_Organization_Center_Name_Parameter,,TMDD_N4_Flag,False
53,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.5.2.2,Organization Center Location,CenterInformation:O,Yes / No / NA,,TMDD_N4R51_Organization_Center_Location_Supported,False,TMDD_N4R51_Organization_Center_Location_Parameter,,TMDD_N4_Flag,False
54,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.5.2.3,Organization Center Description,CenterInformation:O,Yes / No / NA,,TMDD_N4R52_Organization_Center_Description_Supported,False,TMDD_N4R52_Organization_Center_Description_Parameter,,TMDD_N4_Flag,False
55,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.5.2.4,Organization Center Type,CenterInformation:O,Yes / No / NA,,TMDD_N4R53_Organization_Center_Type_Supported,False,TMDD_N4R53_Organization_Center_Type_Parameter,,TMDD_N4_Flag,False
56,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.5.2.5,Organization Center Contact Information,CenterInformation:O,Yes / No / NA,,TMDD_N4R54_Organization_Center_Contact_Information_Supported,False,TMDD_N4R54_Organization_Center_Contact_Information_Parameter,,TMDD_N4_Flag,False
57,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.2.5.2.6,Date and Time Change Information - Organization Information,O,Yes / No,,TMDD_N4R55_Date_and_Time_Change_Information___Organization_Information_Supported,False,TMDD_N4R55_Date_and_Time_Change_Information___Organization_Information_Parameter,,TMDD_N4_Flag,False
58,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.1.4.1,Contents of the Error Report,M,Yes,,TMDD_N4R12_Contents_of_the_Error_Report_Supported,True,TMDD_N4R12_Contents_of_the_Error_Report_Parameter,,TMDD_N4_Flag,False
59,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.1.4.1.1,Required Error Report Contents,M,Yes,,TMDD_N4R13_Required_Error_Report_Contents_Supported,True,TMDD_N4R13_Required_Error_Report_Contents_Parameter,,TMDD_N4_Flag,False
60,2.3.2,Need to Provide Information on Organizations_ Centers_ and Contacts,Optional,Yes/No,3.3.1.4.1.2.1,Restrictions - Error Report,O,Yes / No,,TMDD_N4R14_Restrictions___Error_Report_Supported,False,TMDD_N4R14_Restrictions___Error_Report_Parameter,,TMDD_N4_Flag,False
61,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.9.1,Send Event Index Information Upon Request,M,Yes,The owner center shall respond within ___ (100 ms - 1 hour; Default = 1 minute) after receiving the request.,TMDD_N5R207_Send_Event_Index_Information_Upon_Request_Supported,True,TMDD_N5R207_Send_Event_Index_Information_Upon_Request_Parameter,60000,TMDD_N5_Flag,False
62,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.9.2,Publish Event Index Information,Subscription:O,Yes / No / NA,The owner center shall begin sending the updated response message within ___ (100 ms - 24 hours; Default = 15 minutes) after the information is updated in the owner center.,TMDD_N5R208_Publish_Event_Index_Information_Supported,False,TMDD_N5R208_Publish_Event_Index_Information_Parameter,900000,TMDD_N5_Flag,False
63,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.9.3,Subscribe to Event Index Information,Subscription:O,Yes / No / NA,,TMDD_N5R209_Subscribe_to_Event_Index_Information_Supported,False,TMDD_N5R209_Subscribe_to_Event_Index_Information_Parameter,,TMDD_N5_Flag,False
64,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.9.4,Contents of Event Index Request,M,Yes,,TMDD_N5R210_Contents_of_Event_Index_Request_Supported,True,TMDD_N5R210_Contents_of_Event_Index_Request_Parameter,,TMDD_N5_Flag,False
65,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.9.4.1,Required Event Index Request Content,M,Yes,,TMDD_N5R211_Required_Event_Index_Request_Content_Supported,True,TMDD_N5R211_Required_Event_Index_Request_Content_Parameter,,TMDD_N5_Flag,False
66,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.9.4.2.1,Authentication - Event Index (AuthEventIndex),O,Yes / No,,TMDD_N5R212_Authentication___Event_Index__AuthEventIndex__Supported,False,TMDD_N5R212_Authentication___Event_Index__AuthEventIndex__Parameter,,TMDD_N5_Flag,False
67,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.9.4.2.1.1,Operator Identifier - Event Index,AuthEventIndex:O,Yes / No / NA,,TMDD_N5R213_Operator_Identifier___Event_Index_Supported,False,TMDD_N5R213_Operator_Identifier___Event_Index_Parameter,,TMDD_N5_Flag,False
68,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.9.4.2.2,Requesting Organization - Event Index,O,Yes / No,,TMDD_N5R214_Requesting_Organization___Event_Index_Supported,False,TMDD_N5R214_Requesting_Organization___Event_Index_Parameter,,TMDD_N5_Flag,False
69,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.4.3.1,Event Unique Identifier Filter,O,Yes / No,,TMDD_N5R64_Event_Unique_Identifier_Filter_Supported,False,TMDD_N5R64_Event_Unique_Identifier_Filter_Parameter,,TMDD_N5_Flag,False
70,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.4.3.2,Event Response Plan Identifier Filter,O,Yes / No,,TMDD_N5R65_Event_Response_Plan_Identifier_Filter_Supported,False,TMDD_N5R65_Event_Response_Plan_Identifier_Filter_Parameter,,TMDD_N5_Flag,False
71,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.4.3.3,Event Category Filter,O,Yes / No,,TMDD_N5R66_Event_Category_Filter_Supported,False,TMDD_N5R66_Event_Category_Filter_Parameter,,TMDD_N5_Flag,False
72,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.4.3.4,Event Priority Filter,O,Yes / No,,TMDD_N5R67_Event_Priority_Filter_Supported,False,TMDD_N5R67_Event_Priority_Filter_Parameter,,TMDD_N5_Flag,False
73,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.4.3.5,Event Description Confidence Level Filter,O,Yes / No,,TMDD_N5R68_Event_Description_Confidence_Level_Filter_Supported,False,TMDD_N5R68_Event_Description_Confidence_Level_Filter_Parameter,,TMDD_N5_Flag,False
74,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.4.3.6,Event Access Level Filter,O,Yes / No,,TMDD_N5R69_Event_Access_Level_Filter_Supported,False,TMDD_N5R69_Event_Access_Level_Filter_Parameter,,TMDD_N5_Flag,False
75,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.4.3.7,Event Action Flag Filter,O,Yes / No,,TMDD_N5R70_Event_Action_Flag_Filter_Supported,False,TMDD_N5R70_Event_Action_Flag_Filter_Parameter,,TMDD_N5_Flag,False
76,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.4.3.8,Event Severity Filter,O,Yes / No,,TMDD_N5R71_Event_Severity_Filter_Supported,False,TMDD_N5R71_Event_Severity_Filter_Parameter,,TMDD_N5_Flag,False
77,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.4.3.9,External Center Organization Filter,O,Yes / No,,TMDD_N5R72_External_Center_Organization_Filter_Supported,False,TMDD_N5R72_External_Center_Organization_Filter_Parameter,,TMDD_N5_Flag,False
78,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.4.3.10,Event Location Filter,O,Yes / No,,TMDD_N5R73_Event_Location_Filter_Supported,False,TMDD_N5R73_Event_Location_Filter_Parameter,,TMDD_N5_Flag,False
79,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.4.3.11,Request Start Time Filter,O,Yes / No,,TMDD_N5R74_Request_Start_Time_Filter_Supported,False,TMDD_N5R74_Request_Start_Time_Filter_Parameter,,TMDD_N5_Flag,False
80,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.4.3.12,Request End Time Filter,O,Yes / No,,TMDD_N5R75_Request_End_Time_Filter_Supported,False,TMDD_N5R75_Request_End_Time_Filter_Parameter,,TMDD_N5_Flag,False
81,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.4.3.13,Hazardous Material Codes Filter,O,Yes / No,,TMDD_N5R76_Hazardous_Material_Codes_Filter_Supported,False,TMDD_N5R76_Hazardous_Material_Codes_Filter_Parameter,,TMDD_N5_Flag,False
82,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.4.3.14,Hazardous Material Placard Codes Filter,O,Yes / No,,TMDD_N5R77_Hazardous_Material_Placard_Codes_Filter_Supported,False,TMDD_N5R77_Hazardous_Material_Placard_Codes_Filter_Parameter,,TMDD_N5_Flag,False
83,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.4.3.15,Event Headline Filter,O,Yes / No,,TMDD_N5R78_Event_Headline_Filter_Supported,False,TMDD_N5R78_Event_Headline_Filter_Parameter,,TMDD_N5_Flag,False
84,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.9.5,Contents of the Event Index Information,M,Yes,,TMDD_N5R215_Contents_of_the_Event_Index_Information_Supported,True,TMDD_N5R215_Contents_of_the_Event_Index_Information_Parameter,,TMDD_N5_Flag,False
85,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.9.5.1,Required Event Index Information Content,M,Yes,,TMDD_N5R216_Required_Event_Index_Information_Content_Supported,True,TMDD_N5R216_Required_Event_Index_Information_Content_Parameter,,TMDD_N5_Flag,False
86,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.9.5.2.1,Event URL File Update Date and Time Information,O,Yes / No,,TMDD_N5R217_Event_URL_File_Update_Date_and_Time_Information_Supported,False,TMDD_N5R217_Event_URL_File_Update_Date_and_Time_Information_Parameter,,TMDD_N5_Flag,False
87,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.3.9.5.2.2,Event URL Reference Medium,O,Yes / No,,TMDD_N5R218_Event_URL_Reference_Medium_Supported,False,TMDD_N5R218_Event_URL_Reference_Medium_Parameter,,TMDD_N5_Flag,False
88,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.1.4.1,Contents of the Error Report,M,Yes,,TMDD_N5R12_Contents_of_the_Error_Report_Supported,True,TMDD_N5R12_Contents_of_the_Error_Report_Parameter,,TMDD_N5_Flag,False
89,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.1.4.1.1,Required Error Report Contents,M,Yes,,TMDD_N5R13_Required_Error_Report_Contents_Supported,True,TMDD_N5R13_Required_Error_Report_Contents_Parameter,,TMDD_N5_Flag,False
90,2.3.3.1,Need For An Index of Events,Optional,Yes/No,3.3.1.4.1.2.1,Restrictions - Error Report,O,Yes / No,,TMDD_N5R14_Restrictions___Error_Report_Supported,False,TMDD_N5R14_Restrictions___Error_Report_Parameter,,TMDD_N5_Flag,False
91,2.3.3.2,Need for Current Event Information,Optional,Yes/No,3.3.3.1,Send Event Information Upon Request,M,Yes,The owner center shall respond within ___ (100 ms - 1 hour; Default = 1 minute) after receiving the request.,TMDD_N6R56_Send_Event_Information_Upon_Request_Supported,True,TMDD_N6R56_Send_Event_Information_Upon_Request_Parameter,60000,TMDD_N6_Flag,False
