ID,NeedID,RequirementID,TCID,ItemType,Precondition
778910,2.3.2,3.3.2.5.2.5.2.5,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
778911,2.3.2,3.3.2.5.2.6,TCS-4-dlOrganizationInformationRequest-OC-Valid,SUT/RI,
778912,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-1,SUT/RI,
778913,2.3.2,3.3.1.4.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-1,SUT/RI,
778914,2.3.2,3.3.1.4.1.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-1,SUT/RI,
778915,2.3.2,3.3.1.4.1.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-1,SUT/RI,
778916,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-2,SUT/RI,
778917,2.3.2,3.3.1.4.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-2,SUT/RI,
778918,2.3.2,3.3.1.4.1.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-2,SUT/RI,
778919,2.3.2,3.3.1.4.1.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-2,SUT/RI,
778920,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-3,SUT/RI,
778921,2.3.2,3.3.1.4.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-3,SUT/RI,
778922,2.3.2,3.3.1.4.1.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-3,SUT/RI,
778923,2.3.2,3.3.1.4.1.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-3,SUT/RI,
778924,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-4,SUT/RI,
778925,2.3.2,3.3.1.4.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-4,SUT/RI,
778926,2.3.2,3.3.1.4.1.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-4,SUT/RI,
778927,2.3.2,3.3.1.4.1.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-4,SUT/RI,
778928,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-5,SUT/RI,
778929,2.3.2,3.3.1.4.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-5,SUT/RI,
778930,2.3.2,3.3.1.4.1.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-5,SUT/RI,
778931,2.3.2,3.3.1.4.1.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-5,SUT/RI,
778932,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-6,SUT/RI,
778933,2.3.2,3.3.1.4.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-6,SUT/RI,
778934,2.3.2,3.3.1.4.1.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-6,SUT/RI,
778935,2.3.2,3.3.1.4.1.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-6,SUT/RI,
778936,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-7,SUT/RI,
778937,2.3.2,3.3.1.4.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-7,SUT/RI,
778938,2.3.2,3.3.1.4.1.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-7,SUT/RI,
778939,2.3.2,3.3.1.4.1.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-7,SUT/RI,
778940,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-8,SUT/RI,
778941,2.3.2,3.3.1.4.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-8,SUT/RI,
778942,2.3.2,3.3.1.4.1.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-8,SUT/RI,
778943,2.3.2,3.3.1.4.1.2.1,TCS-4-dlOrganizationInformationRequest-OC-InValid-8,SUT/RI,
778944,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-EC-Valid,SUT/RI,
778945,2.3.2,3.3.2.4,TCS-4-dlOrganizationInformationRequest-EC-Valid,SUT/RI,
778946,2.3.2,3.3.2.4.1,TCS-4-dlOrganizationInformationRequest-EC-Valid,SUT/RI,
778947,2.3.2,3.3.2.4.2.1,TCS-4-dlOrganizationInformationRequest-EC-Valid,SUT/RI,
778948,2.3.2,3.3.2.4.2.1.1,TCS-4-dlOrganizationInformationRequest-EC-Valid,SUT/RI,
778949,2.3.2,3.3.2.4.2.2,TCS-4-dlOrganizationInformationRequest-EC-Valid,SUT/RI,
778950,2.3.2,3.3.2.4.2.3,TCS-4-dlOrganizationInformationRequest-EC-Valid,SUT/RI,
778951,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-EC-InValid-1,RI,
778952,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-EC-InValid-2,RI,
778953,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-EC-InValid-3,RI,
778954,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-EC-InValid-4,RI,
778955,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-EC-InValid-5,RI,
778956,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-EC-InValid-6,RI,
778957,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-EC-InValid-7,RI,
778958,2.3.2,3.3.2.1,TCS-4-dlOrganizationInformationRequest-EC-InValid-8,RI,
778959,2.3.2,3.3.2.3,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
778960,2.3.2,3.3.2.2,TCS-4-dlOrganizationInformationSubscription-OC-Valid,SUT/RI,Subscription
778961,2.3.2,3.3.2.3,TCS-4-dlOrganizationInformationSubscription-OC-InValid-1,SUT/RI,Subscription
778962,2.3.2,3.3.2.2,TCS-4-dlOrganizationInformationSubscription-OC-InValid-1,SUT/RI,Subscription
778963,2.3.2,3.3.1.4.1,TCS-4-dlOrganizationInformationSubscription-OC-InValid-1,SUT/RI,Subscription
778964,2.3.2,3.3.1.4.1.1,TCS-4-dlOrganizationInformationSubscription-OC-InValid-1,SUT/RI,Subscription
778965,2.3.2,3.3.1.4.1.2.1,TCS-4-dlOrganizationInformationSubscription-OC-InValid-1,SUT/RI,Subscription
778966,2.3.2,3.3.2.3,TCS-4-dlOrganizationInformationSubscription-OC-InValid-2,SUT/RI,Subscription
778967,2.3.2,3.3.2.2,TCS-4-dlOrganizationInformationSubscription-OC-InValid-2,SUT/RI,Subscription
778968,2.3.2,3.3.1.4.1,TCS-4-dlOrganizationInformationSubscription-OC-InValid-2,SUT/RI,Subscription
778969,2.3.2,3.3.1.4.1.1,TCS-4-dlOrganizationInformationSubscription-OC-InValid-2,SUT/RI,Subscription
778970,2.3.2,3.3.1.4.1.2.1,TCS-4-dlOrganizationInformationSubscription-OC-InValid-2,SUT/RI,Subscription
778971,2.3.2,3.3.2.3,TCS-4-dlOrganizationInformationSubscription-OC-InValid-3,SUT/RI,Subscription
778972,2.3.2,3.3.2.2,TCS-4-dlOrganizationInformationSubscription-OC-InValid-3,SUT/RI,Subscription
778973,2.3.2,3.3.1.4.1,TCS-4-dlOrganizationInformationSubscription-OC-InValid-3,SUT/RI,Subscription
778974,2.3.2,3.3.1.4.1.1,TCS-4-dlOrganizationInformationSubscription-OC-InValid-3,SUT/RI,Subscription
778975,2.3.2,3.3.1.4.1.2.1,TCS-4-dlOrganizationInformationSubscription-OC-InValid-3,SUT/RI,Subscription
778976,2.3.2,3.3.2.3,TCS-4-dlOrganizationInformationSubscription-OC-InValid-4,SUT/RI,Subscription
778977,2.3.2,3.3.2.2,TCS-4-dlOrganizationInformationSubscription-OC-InValid-4,SUT/RI,Subscription
778978,2.3.2,3.3.1.4.1,TCS-4-dlOrganizationInformationSubscription-OC-InValid-4,SUT/RI,Subscription
778979,2.3.2,3.3.1.4.1.1,TCS-4-dlOrganizationInformationSubscription-OC-InValid-4,SUT/RI,Subscription
778980,2.3.2,3.3.1.4.1.2.1,TCS-4-dlOrganizationInformationSubscription-OC-InValid-4,SUT/RI,Subscription
778981,2.3.2,3.3.2.3,TCS-4-dlOrganizationInformationSubscription-OC-InValid-5,SUT/RI,Subscription
778982,2.3.2,3.3.2.2,TCS-4-dlOrganizationInformationSubscription-OC-InValid-5,SUT/RI,Subscription
778983,2.3.2,3.3.1.4.1,TCS-4-dlOrganizationInformationSubscription-OC-InValid-5,SUT/RI,Subscription
778984,2.3.2,3.3.1.4.1.1,TCS-4-dlOrganizationInformationSubscription-OC-InValid-5,SUT/RI,Subscription
778985,2.3.2,3.3.1.4.1.2.1,TCS-4-dlOrganizationInformationSubscription-OC-InValid-5,SUT/RI,Subscription
778986,2.3.2,3.3.2.3,TCS-4-dlOrganizationInformationSubscription-OC-InValid-6,SUT/RI,Subscription
778987,2.3.2,3.3.2.2,TCS-4-dlOrganizationInformationSubscription-OC-InValid-6,SUT/RI,Subscription
778988,2.3.2,3.3.1.4.1,TCS-4-dlOrganizationInformationSubscription-OC-InValid-6,SUT/RI,Subscription
778989,2.3.2,3.3.1.4.1.1,TCS-4-dlOrganizationInformationSubscription-OC-InValid-6,SUT/RI,Subscription
778990,2.3.2,3.3.1.4.1.2.1,TCS-4-dlOrganizationInformationSubscription-OC-InValid-6,SUT/RI,Subscription
778991,2.3.2,3.3.2.3,TCS-4-dlOrganizationInformationSubscription-OC-InValid-7,SUT/RI,Subscription
778992,2.3.2,3.3.2.2,TCS-4-dlOrganizationInformationSubscription-OC-InValid-7,SUT/RI,Subscription
778993,2.3.2,3.3.1.4.1,TCS-4-dlOrganizationInformationSubscription-OC-InValid-7,SUT/RI,Subscription
778994,2.3.2,3.3.1.4.1.1,TCS-4-dlOrganizationInformationSubscription-OC-InValid-7,SUT/RI,Subscription
778995,2.3.2,3.3.1.4.1.2.1,TCS-4-dlOrganizationInformationSubscription-OC-InValid-7,SUT/RI,Subscription
778996,2.3.2,3.3.2.3,TCS-4-dlOrganizationInformationSubscription-EC-Valid,SUT/RI,Subscription
778997,2.3.2,3.3.2.2,TCS-4-dlOrganizationInformationSubscription-EC-Valid,SUT/RI,Subscription
778998,2.3.2,3.3.2.4,TCS-4-dlOrganizationInformationSubscription-EC-Valid,SUT/RI,Subscription
778999,2.3.2,3.3.2.4.1,TCS-4-dlOrganizationInformationSubscription-EC-Valid,SUT/RI,Subscription
779000,2.3.2,3.3.2.4.2.1,TCS-4-dlOrganizationInformationSubscription-EC-Valid,SUT/RI,Subscription
779001,2.3.2,3.3.2.4.2.1.1,TCS-4-dlOrganizationInformationSubscription-EC-Valid,SUT/RI,Subscription
779002,2.3.2,3.3.2.4.2.2,TCS-4-dlOrganizationInformationSubscription-EC-Valid,SUT/RI,Subscription
779003,2.3.2,3.3.2.4.2.3,TCS-4-dlOrganizationInformationSubscription-EC-Valid,SUT/RI,Subscription
779004,2.3.2,3.3.2.3,TCS-4-dlOrganizationInformationSubscription-EC-InValid-1,RI,Subscription
779005,2.3.2,3.3.2.2,TCS-4-dlOrganizationInformationSubscription-EC-InValid-1,RI,Subscription
779006,2.3.2,3.3.2.3,TCS-4-dlOrganizationInformationSubscription-EC-InValid-2,RI,Subscription
779007,2.3.2,3.3.2.2,TCS-4-dlOrganizationInformationSubscription-EC-InValid-2,RI,Subscription
779008,2.3.2,3.3.2.3,TCS-4-dlOrganizationInformationSubscription-EC-InValid-3,RI,Subscription
