ID,NeedID,RequirementID,TCID,ItemType,Precondition
281,3,3.a,TCS-C2CRI-NTCIP2306-WSDL-3a3-TypesValid,RI,
282,3,3.a,TCS-C2CRI-NTCIP2306-WSDL-3a4-MessagesValid,RI,
283,3,3.a,TCS-C2CRI-NTCIP2306-WSDL-3a5-XFDr-PortTypeValid,RI,
284,3,3.a,TCS-C2CRI-NTCIP2306-WSDL-3a6-XFDr-BindingValid,RI,
285,3,3.a,TCS-C2CRI-NTCIP2306-WSDL-3a7-XFDr-ServiceValid,RI,
286,3,3.a,TCS-C2CRI-NTCIP2306-WSME-3Sa-XFRO-TFConnect-EC,RI,
288,3,3.a,TCS-C2CRI-NTCIP2306-WSME-3Sb-XFRO-GFConnect-EC,RI,
289,3,3.a,TCS-C2CRI-NTCIP2306-WSME-3Sb-XFRO-GFConnect-OC,RI,
292,3,3.b,TCS-C2CRI-NTCIP2306-WSME-3Sa-XFRO-TFConnect-EC,RI,
293,3,3.b,TCS-C2CRI-NTCIP2306-WSME-3Sa-XFRO-TFConnect-OC,RI,
296,3,3.c,TCS-C2CRI-NTCIP2306-WSDL-3c1-XFTr-FtpValid,RI,
297,3,3.c,TCS-C2CRI-NTCIP2306-WSME-3Sa-XFRO-TFConnect-EC,RI,
298,3,3.c,TCS-C2CRI-NTCIP2306-WSME-3Sa-XFRO-TFConnect-OC,RI,
301,1,1.a,TCS-C2CRI-NTCIP2306-WSDL-SUT,SUT/RI,
302,1,1.b,TCS-C2CRI-NTCIP2306-WSDL-SUT,SUT/RI,
303,2,2.a,TCS-C2CRI-NTCIP2306-WSDL-SUT,SUT/RI,
304,2,2.b,TCS-C2CRI-NTCIP2306-WSDL-SUT,SUT/RI,
305,3,3.a,TCS-C2CRI-NTCIP2306-WSDL-SUT,SUT/RI,
306,1,1.c,TCS-C2CRI-NTCIP2306-WSME-SUT-SHRR-OC,SUT/RI,SOAPWSDLRR
307,1,1.d,TCS-C2CRI-NTCIP2306-WSME-SUT-SHRR-OC,SUT/RI,SOAPWSDLRR
308,1,1.c,TCS-C2CRI-NTCIP2306-WSME-SUT-SHRR-EC,SUT/RI,SOAPWSDLRR
309,1,1.d,TCS-C2CRI-NTCIP2306-WSME-SUT-SHRR-EC,SUT/RI,SOAPWSDLRR
310,1,1.c,TCS-C2CRI-NTCIP2306-WSME-SUT-SHSP-OC,SUT/RI,SOAPWSDLSP
311,1,1.d,TCS-C2CRI-NTCIP2306-WSME-SUT-SHSP-OC,SUT/RI,SOAPWSDLSP
312,1,1.c,TCS-C2CRI-NTCIP2306-WSME-SUT-SHSP-EC,SUT/RI,SOAPWSDLSP
313,1,1.d,TCS-C2CRI-NTCIP2306-WSME-SUT-SHSP-EC,SUT/RI,SOAPWSDLSP
314,2,2.d,TCS-C2CRI-NTCIP2306-WSME-SUT-XHRR-OC,SUT/RI,XMLDirectRR
315,2,2.e,TCS-C2CRI-NTCIP2306-WSME-SUT-XHRR-OC,SUT/RI,XMLDirectRR
316,2,2.d,TCS-C2CRI-NTCIP2306-WSME-SUT-XHRR-EC,SUT/RI,XMLDirectRR
317,2,2.e,TCS-C2CRI-NTCIP2306-WSME-SUT-XHRR-EC,SUT/RI,XMLDirectRR
318,2,2.d,TCS-C2CRI-NTCIP2306-WSME-SUT-XHRO-OC,SUT/RI,XMLDirectGET
319,2,2.e,TCS-C2CRI-NTCIP2306-WSME-SUT-XHRO-OC,SUT/RI,XMLDirectGET
320,2,2.d,TCS-C2CRI-NTCIP2306-WSME-SUT-XHRO-EC,SUT/RI,XMLDirectGET
321,2,2.e,TCS-C2CRI-NTCIP2306-WSME-SUT-XHRO-EC,SUT/RI,XMLDirectGET
322,3,3.b,TCS-C2CRI-NTCIP2306-WSME-SUT-XFRO-OC,SUT/RI,
323,3,3.c,TCS-C2CRI-NTCIP2306-WSME-SUT-XFRO-OC,SUT/RI,
324,3,3.b,TCS-C2CRI-NTCIP2306-WSME-SUT-XFRO-EC,SUT/RI,
325,3,3.c,TCS-C2CRI-NTCIP2306-WSME-SUT-XFRO-EC,SUT/RI,
